REINFORCE,BBO,TRS Error Bar,BBO Error Bar
2.6856,0.302856,0.0499151,0.0412078
2.70724,0.192637,0.0490187,0.0510429
2.67729,0.24538,0.0501539,0.053051
2.64227,0.235894,0.0501328,0.0604352
2.67801,0.141473,0.0487488,0.0560486
2.67825,0.257753,0.0515909,0.0360646
2.68962,0.269116,0.0503697,0.0464453
2.66875,0.294095,0.0497972,0.0436106
2.70671,0.308252,0.0498042,0.0406897
2.71348,0.236334,0.0496357,0.0604625
2.68433,0.205672,0.0482221,0.0512253
2.72762,0.226297,0.0497515,0.0533678
2.68277,0.228198,0.0494101,0.052281
2.69371,0.267093,0.0497014,0.0562555
2.75688,0.165,0.0505176,0.0594671
2.66965,0.19446,0.0524423,0.0681782
2.68572,0.309857,0.0499141,0.048539
2.70254,0.220012,0.0510876,0.0515502
2.78348,0.271985,0.0489714,0.0534503
2.6763,0.17679,0.0495384,0.0662967
2.64695,0.241588,0.0530947,0.0498521
2.69963,0.213482,0.0503482,0.0494568
2.70537,0.166988,0.0498369,0.0729556
2.66564,0.246074,0.049337,0.0443972
2.7152,0.280595,0.050431,0.0408779
2.74505,0.175329,0.0505087,0.0579005
2.73854,0.266432,0.0504272,0.0591511
2.71961,0.262181,0.0497604,0.0554247
2.73098,0.227573,0.0513037,0.0616207
2.69396,0.253864,0.0520177,0.0546528
2.68483,0.291345,0.0513053,0.0515068
2.71051,0.301593,0.049088,0.052494
2.68239,0.324433,0.0511153,0.0512811
2.72744,0.301527,0.0497971,0.0521601
2.67942,0.345659,0.0495512,0.0425348
2.66453,0.239017,0.0498385,0.0605445
2.74055,0.32017,0.0510652,0.0381653
2.69716,0.202669,0.0510443,0.0502206
2.83941,0.315092,0.04846,0.0373871
2.73331,0.263569,0.0512152,0.0434484
2.73653,0.197521,0.0502187,0.0678964
2.6812,0.372411,0.0491502,0.0411596
2.7388,0.327307,0.0501063,0.0444829
2.73164,0.307529,0.0534856,0.0404454
2.74841,0.287964,0.0527297,0.0675978
2.74005,0.275584,0.0490819,0.0502075
2.78167,0.301894,0.0508253,0.0491926
2.77126,0.261879,0.0494081,0.0540181
2.7764,0.340359,0.0504092,0.0471742
2.75834,0.297935,0.0494504,0.061073
2.84681,0.278133,0.0499447,0.0598498
2.74506,0.245528,0.0491,0.0629863
2.7317,0.259204,0.0516508,0.0502192
2.7918,0.33278,0.049525,0.0532413
2.77137,0.285372,0.0502445,0.0431946
2.77669,0.283933,0.0498573,0.0553643
2.74573,0.318405,0.0491585,0.069186
2.7751,0.308166,0.0498059,0.0469132
2.80787,0.312502,0.0499634,0.0606892
2.75843,0.340936,0.0496896,0.0479254
2.80063,0.262402,0.0505366,0.0623803
2.82089,0.262192,0.0501834,0.0579408
2.8196,0.288038,0.0492078,0.0551178
2.79413,0.251778,0.0503185,0.0708393
2.76027,0.307467,0.0589968,0.0631518
2.76846,0.281291,0.0505352,0.0531244
2.78775,0.189037,0.0494818,0.0682271
2.75379,0.290288,0.0517305,0.0527012
2.79044,0.310026,0.0494819,0.0497941
2.8063,0.335214,0.0512561,0.0573229
2.73062,0.354903,0.0495978,0.0403637
2.79522,0.223591,0.0487786,0.0655324
2.74935,0.272609,0.0482347,0.0766478
2.7883,0.357662,0.0490275,0.04835
2.82221,0.342815,0.0525404,0.0555182
2.82194,0.415137,0.0496653,0.0446459
2.81574,0.355575,0.0499834,0.0445567
2.81728,0.281913,0.0497435,0.061199
2.81291,0.284254,0.0491821,0.0491985
2.79654,0.351748,0.0496821,0.0473221
2.78748,0.327909,0.0519541,0.0534106
2.82898,0.27126,0.0501776,0.0760561
2.78062,0.275246,0.0490701,0.058764
2.81586,0.333141,0.0493954,0.0498674
2.80027,0.365929,0.0500888,0.0513648
2.85094,0.351402,0.0491917,0.048747
2.81486,0.333971,0.049475,0.0536224
2.83927,0.37418,0.049524,0.0418821
2.89743,0.340923,0.0487227,0.0516443
2.78903,0.369393,0.0493348,0.0558495
2.83431,0.403801,0.0495361,0.0377582
2.79912,0.349957,0.0480851,0.0574095
2.7938,0.382733,0.053054,0.0585958
2.83991,0.314917,0.0503268,0.0552488
2.85897,0.282267,0.0495075,0.0611709
2.82863,0.279194,0.0524468,0.0698973
2.83039,0.351518,0.0493351,0.04752
2.79834,0.358774,0.0511341,0.0465132
2.7933,0.346145,0.0489284,0.0501639
2.85987,0.25041,0.0488548,0.0657668
2.86634,0.303916,0.0491279,0.0646364
2.89909,0.40762,0.0484056,0.0512754
2.85811,0.465249,0.0496998,0.0446408
2.88345,0.311271,0.0484517,0.0570308
2.93426,0.276994,0.0485706,0.0662259
2.8784,0.391899,0.0499093,0.0487994
2.87722,0.278452,0.0493749,0.066481
2.91312,0.238306,0.0510981,0.0673226
2.87085,0.376087,0.0493316,0.0485831
2.90207,0.328397,0.0493836,0.0621598
2.85985,0.453684,0.0492174,0.0427933
2.90146,0.425214,0.0486299,0.0554979
2.87502,0.398876,0.0494082,0.0646757
2.8048,0.333849,0.0497413,0.0599376
2.85068,0.458749,0.0483784,0.0484079
2.8492,0.422084,0.0482554,0.0595879
2.87278,0.376407,0.0492003,0.0679444
2.84603,0.345534,0.0493519,0.0573467
2.88556,0.388155,0.0504521,0.0521736
2.87804,0.354331,0.0485453,0.0733716
2.89978,0.359162,0.0503959,0.0544007
2.88012,0.337974,0.0499448,0.0644241
2.89606,0.343514,0.050675,0.0596311
2.87472,0.392148,0.0500084,0.0607218
2.83477,0.352421,0.0521488,0.0694593
2.89137,0.407262,0.0483209,0.0549457
2.87711,0.367167,0.048807,0.0589569
2.84968,0.347949,0.0484786,0.0664104
2.92824,0.406165,0.0491957,0.06301
2.85298,0.341579,0.0492555,0.0651559
2.86942,0.355637,0.0507998,0.0643649
2.93522,0.44802,0.0480699,0.0506441
2.89908,0.348905,0.049095,0.0551306
2.86341,0.334529,0.0500954,0.0535444
2.94109,0.367583,0.0500388,0.0508347
2.94916,0.323858,0.0489556,0.0645759
2.92337,0.422359,0.049276,0.0390711
2.88879,0.348717,0.049635,0.0575117
2.85622,0.362246,0.0518076,0.049243
2.95769,0.380817,0.0481262,0.0446134
2.92159,0.428165,0.0484161,0.060569
2.85334,0.36228,0.0488165,0.0509236
2.89313,0.39562,0.049223,0.0608812
2.93669,0.410149,0.0513915,0.0538858
2.88128,0.419613,0.0484543,0.0670633
2.86621,0.436376,0.0490696,0.057086
2.93492,0.482894,0.0488884,0.0427604
2.93054,0.381443,0.0494209,0.0612401
2.89726,0.331702,0.0483268,0.0811814
2.92188,0.331042,0.0490847,0.0830672
2.88483,0.374857,0.0486092,0.0604622
2.90073,0.406477,0.0488197,0.0556454
2.89327,0.350152,0.0482263,0.0618516
2.9357,0.3873,0.049735,0.0597809
2.86327,0.423154,0.0498273,0.0516104
2.97072,0.460405,0.0491995,0.0531537
2.89679,0.442457,0.0480326,0.0422274
2.95244,0.301829,0.0489588,0.0761142
2.91973,0.306113,0.0485328,0.0621147
2.91656,0.309636,0.0491929,0.0690063
2.96449,0.410837,0.0482938,0.0611915
2.96923,0.417598,0.0506677,0.0800462
2.90282,0.449052,0.0478259,0.0521124
2.92125,0.47438,0.0480852,0.0476382
2.86229,0.38184,0.0478193,0.0670959
2.92543,0.367649,0.0487841,0.0621655
2.93405,0.437912,0.0497498,0.0541591
2.93015,0.403154,0.0490299,0.0491748
2.86443,0.431235,0.0506518,0.0478887
2.98803,0.483922,0.0490905,0.0418696
2.94282,0.467065,0.048989,0.0616316
2.95348,0.459605,0.0497074,0.0581008
2.97078,0.467489,0.0483099,0.0571864
2.94541,0.471396,0.0478969,0.0430887
2.90078,0.466433,0.0489335,0.0569053
2.97998,0.430598,0.0492489,0.0514782
2.88334,0.347629,0.0496686,0.0646421
2.95128,0.367526,0.0486633,0.0825848
2.95122,0.401267,0.0481622,0.0478851
2.94262,0.453354,0.0493002,0.0565326
2.91224,0.44787,0.0508013,0.0635393
2.91756,0.412877,0.0493596,0.0626909
2.95363,0.477464,0.047885,0.058153
2.95819,0.485195,0.0482578,0.0519486
2.94644,0.394897,0.0514081,0.0720346
2.97063,0.425006,0.0491084,0.0578534
2.98823,0.440708,0.0490667,0.0460132
2.95202,0.437714,0.0476179,0.0706183
2.96295,0.464435,0.048506,0.0620414
3.00747,0.386078,0.0490037,0.0654945
2.95796,0.486728,0.0491246,0.0512087
2.94312,0.312658,0.0482419,0.0869023
2.98724,0.391994,0.0495536,0.0541323
2.92706,0.45547,0.0494262,0.0554687
3.03783,0.350959,0.0493841,0.0714639
2.99639,0.412061,0.0486017,0.0536305
2.96373,0.350462,0.0493038,0.0718857
2.99401,0.445942,0.0491678,0.0478404
2.95711,0.443501,0.0496729,0.0522883
2.94577,0.421686,0.0507708,0.0678684
2.88759,0.509932,0.0523087,0.0469048
2.98911,0.381398,0.0492827,0.0671792
2.95766,0.452698,0.0485992,0.0455143
2.91635,0.519509,0.05592,0.0538788
2.9464,0.439448,0.0510484,0.0655218
2.99834,0.442103,0.0488186,0.0594787
2.95692,0.391659,0.0493992,0.0589454
2.93806,0.390285,0.0491372,0.0656805
3.02507,0.405009,0.0484029,0.0658069
2.97841,0.431697,0.0492761,0.0482071
2.93833,0.442303,0.0487833,0.0556326
2.99366,0.413128,0.0480172,0.0572326
2.98054,0.392423,0.0500928,0.071624
3.0088,0.482274,0.0486221,0.0507127
2.97296,0.374788,0.049305,0.0630373
2.98389,0.473805,0.0483072,0.0617683
2.97058,0.56574,0.0488309,0.0473123
2.96898,0.400896,0.0506458,0.0670588
2.9701,0.402232,0.0495317,0.0608309
2.97963,0.454216,0.0495398,0.0580513
3.01859,0.519626,0.0497154,0.0553603
2.98651,0.455891,0.0486392,0.0533973
2.97832,0.45187,0.0480247,0.0620341
2.99215,0.464332,0.0485014,0.0598611
3.01796,0.418808,0.048799,0.0510796
3.01276,0.39988,0.0484734,0.0657458
2.98416,0.46754,0.0484852,0.0517454
2.9998,0.454895,0.0495873,0.0572483
3.01735,0.456099,0.0483037,0.0627625
3.00544,0.336625,0.0492785,0.076787
3.01579,0.402578,0.048679,0.0607677
2.99479,0.409355,0.0490841,0.0729826
2.99543,0.506623,0.0488265,0.0598478
3.015,0.531189,0.0493286,0.0664467
2.96116,0.44547,0.0483747,0.0745536
2.99325,0.382384,0.048152,0.0752728
3.00594,0.426129,0.0501883,0.0697765
2.99897,0.373732,0.0500279,0.0834333
2.93359,0.416246,0.0485546,0.0572943
2.98338,0.473834,0.0480012,0.0536959
3.01465,0.481047,0.048712,0.0638603
3.03429,0.449992,0.0478576,0.0637122
2.99589,0.482508,0.0485353,0.0564631
2.98313,0.538255,0.0507944,0.0668005
3.02748,0.417592,0.047907,0.0645347
2.9886,0.49859,0.0485744,0.0594311
2.99563,0.40401,0.0483651,0.0745705
3.02009,0.53342,0.0497461,0.0564139
3.05979,0.466114,0.0487956,0.0575454
3.07001,0.384789,0.0493301,0.0640069
2.98944,0.475424,0.0489581,0.05565
3.02764,0.451365,0.0484297,0.0616419
3.03898,0.511499,0.0491614,0.0548941
2.94507,0.479802,0.0488403,0.0613467
2.99546,0.542275,0.0479808,0.0542479
3.02188,0.477083,0.0487967,0.0667337
3.01483,0.537743,0.0491059,0.0454404
3.01242,0.527788,0.0487521,0.0503732
3.02529,0.449369,0.0487819,0.0499375
2.99475,0.472614,0.053176,0.0530056
3.01879,0.505526,0.048786,0.0621119
2.98646,0.53471,0.0483764,0.0554133
3.05166,0.421557,0.0488536,0.0771905
3.00253,0.478374,0.0484342,0.056662
3.0033,0.443497,0.0485824,0.0624845
3.04708,0.457467,0.0486497,0.0631199
3.04407,0.517719,0.049582,0.0589729
3.04633,0.441332,0.048923,0.0739264
3.03446,0.486024,0.0486899,0.055505
3.0279,0.508435,0.0483541,0.0679902
3.03548,0.619604,0.047715,0.0448082
3.0321,0.509921,0.0486974,0.0563644
3.00911,0.524381,0.0479874,0.0714759
3.02354,0.538935,0.0488607,0.0479593
2.99895,0.578932,0.0486716,0.0477455
3.05424,0.511772,0.0473599,0.0620708
2.98859,0.418889,0.0487057,0.0777216
3.07488,0.417383,0.0483774,0.0670273
3.05056,0.459343,0.0491751,0.0652965
3.01537,0.4873,0.0490678,0.0542415
3.0927,0.560498,0.0482637,0.064725
3.02736,0.501434,0.0512504,0.0660203
3.03154,0.504286,0.0486569,0.0507753
3.01194,0.586571,0.0478623,0.0557943
3.03741,0.432094,0.0493235,0.0709719
3.0817,0.558683,0.0481732,0.057996
2.96652,0.601659,0.0514686,0.0485187
2.98019,0.522808,0.0487632,0.0582516
2.99804,0.482445,0.0496109,0.0664421
3.0452,0.577676,0.049928,0.0424626
3,0.426571,0.0490034,0.0710629
3.04915,0.557309,0.0489296,0.0532592
3.05435,0.564638,0.0485649,0.0696448
3.00584,0.536124,0.0488038,0.0666888
3.10882,0.572204,0.0481137,0.0585062
3.02823,0.516923,0.0485262,0.060157
3.06361,0.47051,0.0494528,0.0605512
3.09201,0.477983,0.0485393,0.0763757
3.03437,0.519826,0.0497412,0.0472251
3.0234,0.439225,0.0483439,0.0568649
3.02341,0.491601,0.0489471,0.053697
3.06237,0.49308,0.0496306,0.0706504
3.01162,0.49812,0.0501966,0.0615724
3.05831,0.528984,0.0491204,0.0701787
3.10688,0.554203,0.0483672,0.0598814
3.03055,0.49995,0.0482792,0.0611236
3.03029,0.530892,0.0483364,0.0640768
2.97746,0.599405,0.0473853,0.0601973
3.0793,0.452437,0.0485052,0.0787393
3.03044,0.461898,0.0507873,0.0527279
3.02455,0.521262,0.0482791,0.0603697
2.97405,0.515218,0.0480955,0.0563253
3.08054,0.64444,0.0483458,0.049568
3.06722,0.592144,0.0478284,0.0471449
3.04182,0.488855,0.0488699,0.0646401
3.04953,0.570943,0.0492877,0.0508165
3.06706,0.531292,0.0507747,0.0480195
3.06307,0.514532,0.0483799,0.0656
3.06927,0.519419,0.0483566,0.063172
3.02087,0.461567,0.0490236,0.0648616
3.04151,0.589364,0.0497797,0.0681171
2.9925,0.5151,0.0505102,0.0773594
3.13924,0.647319,0.0484504,0.0448456
3.0623,0.547222,0.0500164,0.0682432
3.04624,0.550108,0.0479385,0.0499952
3.09581,0.592633,0.0490219,0.0640469
3.06234,0.705954,0.0488537,0.047099
3.05154,0.633435,0.0489299,0.0578864
3.08793,0.572733,0.0489679,0.0640362
3.10345,0.631154,0.0483038,0.0540823
3.10736,0.594687,0.0490579,0.0521134
3.06026,0.591063,0.0479039,0.0594704
3.08857,0.623834,0.0480105,0.0532979
3.08105,0.60379,0.0480482,0.0571132
3.07621,0.509734,0.0482866,0.0728797
3.10417,0.58436,0.0487235,0.0599277
3.10481,0.636072,0.0480722,0.0548554
3.03864,0.542552,0.0491921,0.0633329
3.06691,0.479144,0.0481779,0.0556068
3.09655,0.561148,0.0500965,0.0574162
3.10184,0.54806,0.0485642,0.0608317
3.07133,0.613748,0.0486217,0.0534467
3.04034,0.621449,0.0478075,0.0535475
3.10658,0.514201,0.0490032,0.0618044
3.1029,0.632356,0.0481779,0.0540416
3.11396,0.592013,0.0484499,0.0544272
3.01783,0.568762,0.0492576,0.075592
3.10136,0.673065,0.0482613,0.0448847
3.02541,0.544753,0.0492842,0.0637185
3.04091,0.580456,0.0479893,0.0572526
3.0272,0.529704,0.0477837,0.0654586
3.09135,0.572733,0.0486931,0.0598901
3.07373,0.639849,0.0476981,0.050703
3.07453,0.528416,0.0478579,0.0663067
3.0116,0.572105,0.0489032,0.0603641
3.07364,0.68794,0.048077,0.045559
3.07295,0.624542,0.0478229,0.0540087
3.08668,0.633759,0.0490321,0.0519244
3.13542,0.493729,0.0483111,0.0673982
3.07971,0.594156,0.048895,0.0553066
3.08852,0.585796,0.0487564,0.0684877
3.09384,0.563424,0.0487229,0.0765344
3.05988,0.611037,0.0497754,0.0632882
3.0888,0.656314,0.0488065,0.0538509
3.1049,0.476526,0.0481587,0.0640642
3.10278,0.605366,0.0490542,0.0575666
3.0707,0.553365,0.0477835,0.0687553
3.08272,0.656869,0.0485505,0.0470458
3.07579,0.586789,0.0480066,0.0649489
3.07129,0.626353,0.0492086,0.0679086
3.09108,0.684149,0.0481935,0.0510959
3.10834,0.619034,0.0490409,0.0584226
3.09031,0.533451,0.0487096,0.0839658
3.07136,0.553338,0.0477898,0.068153
3.07688,0.661899,0.0486037,0.0617391
3.08255,0.674456,0.0490307,0.0500556
3.14584,0.489517,0.0492101,0.0775487
3.1207,0.546814,0.0486002,0.0876729
3.04899,0.623123,0.0483921,0.0610406
3.10288,0.669314,0.0483819,0.0454541
3.06741,0.594361,0.0477168,0.0611658
3.04311,0.644901,0.0492743,0.0637302
3.13452,0.620814,0.049477,0.0531433
3.14458,0.620038,0.0483882,0.0770994
3.0603,0.607078,0.0474802,0.0670523
3.1488,0.6457,0.0484016,0.0684446
3.11089,0.659991,0.0489299,0.0640284
3.12059,0.625434,0.0504187,0.0574311
3.112,0.622255,0.0491456,0.0572929
3.09939,0.577666,0.0479946,0.0850438
3.09643,0.681685,0.0492687,0.0530206
3.10634,0.540227,0.0482296,0.0676037
3.0844,0.602491,0.0487222,0.0687663
3.0968,0.621161,0.0476527,0.0656098
3.07025,0.674626,0.0480595,0.0571474
3.13787,0.742275,0.0483085,0.0536243
3.1153,0.661745,0.0481107,0.0644537
3.12334,0.602673,0.0485554,0.0759144
3.09773,0.601604,0.0482267,0.0673993
3.03802,0.649705,0.0491315,0.0597917
3.11801,0.66279,0.048841,0.0590075
3.10002,0.608028,0.047184,0.0608695
3.08544,0.717337,0.0490336,0.051056
3.06081,0.521199,0.0479044,0.0754843
3.0841,0.73674,0.0480115,0.0744951
3.06487,0.522805,0.0476059,0.077014
3.1425,0.628833,0.0479771,0.0639693
3.1172,0.674552,0.0482956,0.0574233
3.08162,0.597626,0.0480601,0.0610572
3.08026,0.652114,0.0475937,0.0745859
3.05974,0.599814,0.0479034,0.0741535
3.0765,0.651708,0.0480849,0.0727919
3.14144,0.665159,0.0484669,0.0593914
3.08902,0.602769,0.0483901,0.0821329
3.11175,0.642248,0.0495135,0.0650933
3.04947,0.647593,0.0489909,0.0670004
3.0831,0.562301,0.0476129,0.0738772
3.08297,0.627889,0.0474976,0.0654896
3.12378,0.609374,0.0480429,0.0696372
3.0831,0.643264,0.047504,0.0594754
3.13594,0.644429,0.0481979,0.060368
3.06933,0.587382,0.050168,0.0633709
3.09794,0.670495,0.047481,0.0624802
3.05714,0.584231,0.049208,0.0668171
3.07018,0.643736,0.0487412,0.0669179
3.06979,0.647031,0.0489009,0.0521932
3.12153,0.672605,0.0488811,0.061666
3.14763,0.702117,0.0479056,0.0625145
3.09161,0.605151,0.0484609,0.0746308
3.0673,0.683295,0.0485075,0.0595405
3.04774,0.762636,0.0483154,0.0513742
3.11136,0.692523,0.0483105,0.0744273
3.18494,0.686103,0.0484173,0.0640082
3.07838,0.69937,0.0493182,0.066774
3.07312,0.631641,0.0479785,0.0616879
3.08209,0.645737,0.0490257,0.0554421
3.10128,0.659437,0.0479359,0.0519864
3.08857,0.661656,0.050105,0.0606418
3.09395,0.70378,0.0481103,0.0588677
3.10065,0.616209,0.0485923,0.0770095
3.08748,0.6934,0.0492482,0.0584018
3.11831,0.690717,0.0485291,0.0544022
3.07191,0.67046,0.0480249,0.0610075
3.06348,0.50699,0.0485325,0.067271
3.12488,0.718028,0.0495005,0.0484306
3.0874,0.605859,0.0481511,0.0650987
3.09401,0.685631,0.0476647,0.0559199
3.16786,0.576729,0.0474167,0.0715453
3.10636,0.680649,0.0487623,0.0581886
3.12246,0.693794,0.0494339,0.0543615
3.06889,0.584935,0.0479024,0.069608
3.07112,0.595146,0.0487737,0.0840354
3.13126,0.655838,0.0497546,0.0552561
3.13652,0.642779,0.0476066,0.0683771
3.07161,0.731046,0.0493651,0.0604403
3.08863,0.690725,0.0478645,0.0576157
3.0839,0.651558,0.0482757,0.0574532
3.18698,0.652295,0.048569,0.0719435
3.11257,0.600306,0.0486777,0.0642215
3.10103,0.518265,0.0487882,0.0818146
3.15998,0.675808,0.0472979,0.0670195
3.1053,0.724187,0.0483074,0.0579103
3.14593,0.686752,0.0489358,0.0645628
3.12324,0.653368,0.0482789,0.0667441
3.12944,0.71148,0.0479538,0.0592172
3.14302,0.73081,0.0475473,0.0641086
3.11054,0.767476,0.0483468,0.0522366
3.163,0.655792,0.0486106,0.0646918
3.12784,0.806262,0.0490604,0.0552476
3.16413,0.738277,0.0474525,0.0502568
3.14411,0.770085,0.0476872,0.0476103
3.1016,0.631081,0.0490598,0.0688802
3.14019,0.665848,0.0481311,0.0648771
3.08744,0.670405,0.0484688,0.0747347
3.15362,0.646165,0.0478553,0.061067
3.10782,0.739738,0.0484867,0.0601945
3.14561,0.691731,0.0478034,0.0617761
3.12359,0.678751,0.0486001,0.0576376
3.11383,0.574399,0.048953,0.0855154
3.11314,0.71108,0.0518891,0.0667948
3.1553,0.586948,0.0483174,0.0789448
3.16295,0.67437,0.0476789,0.0617654
3.13833,0.808315,0.0487547,0.0533563
3.13028,0.667967,0.0479711,0.0607976
3.08865,0.747917,0.0507375,0.0563358
3.19891,0.750293,0.0473493,0.0554897
3.12722,0.707274,0.0481016,0.062688
3.098,0.620398,0.0480507,0.0727378
3.1394,0.635035,0.04832,0.0716755
3.15204,0.776848,0.0484802,0.0460957
3.13292,0.676364,0.047625,0.0532927
3.13011,0.636923,0.0476597,0.0734042
3.1197,0.694397,0.0477354,0.0680865
3.12998,0.697981,0.0478149,0.0701642
3.14916,0.731093,0.0482568,0.0641699
3.1356,0.673354,0.0481421,0.0659869
3.11909,0.69843,0.0482371,0.0596922
3.15302,0.674907,0.0466006,0.0673346
3.17504,0.712302,0.0483102,0.071535
3.16378,0.665123,0.0472494,0.0598691
3.10268,0.614155,0.0481415,0.0671897
3.11058,0.780486,0.0482659,0.0518522
3.09133,0.645904,0.0482228,0.0640476
3.13582,0.724681,0.0483468,0.0741622
3.10244,0.752062,0.0499501,0.0540746
3.1029,0.69189,0.0501584,0.0620238
3.15188,0.784611,0.0484805,0.0467969
3.13423,0.666846,0.0483375,0.0803411
3.13888,0.742914,0.0486431,0.0693103
3.10276,0.706001,0.0488705,0.0647259
